genus,species,family,demersal,benthopelagic,bathydemersal,pelagic,pelagic-neritic,pelagic-oceanic,reef-associated,epipelagic,mesopelagic,bathypelagic,abyssopelagic,marine,freshwater,brackish,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non-migratory,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,min_ph,max_ph,min_dh,max_dh,url
sphyraena,acutipinnis,sphyraenidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,?,66.0,,,,,,,https://www.fishbase.se/summary/Sphyraena_acutipinnis.html
acheilognathus,rhombeus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Acheilognathus_rhombeus.html
chrosomus,cumberlandensis,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Chrosomus_cumberlandensis.html
rypticus,saponaceus,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,70.0,2.0,35.0,,,,,https://www.fishbase.net.br/summary/Rypticus_saponaceus.html
cathorops,fuerthii,ariidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Cathorops_fuerthii.html
corythoichthys,haematopterus,Syngnathidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,21.0,,,,,,,https://www.fishbase.ca/summary/Corythoichthys_haematopterus.html
glyptothorax,buchanani,sisoridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Glyptothorax_buchanani.html
canthidermis,maculata,balistidae,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,110.0,,,,,,,https://www.fishbase.ca/summary/Canthidermis_maculata.html
ecsenius,pulcher,blenniidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Ecsenius_pulcher.html
polyipnus,omphus,sternoptychidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,200.0,?,,,,,,,https://www.fishbase.de/summary/Polyipnus_omphus.html
ambassis,gymnocephalus,ambassidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,7.2,8.2,,,https://www.fishbase.net.br/summary/Ambassis_gymnocephalus.html
chaetodon,multicinctus,chaetodontidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,114.0,,,,,,,https://www.fishbase.ca/summary/Chaetodon_multicinctus.html
anablepsoides,beniensis,rivulidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,6.0,7.0,0.0,1.0,https://www.fishbase.ca/summary/Anablepsoides_beniensis.html
zenion,japonicum,Zenionidae,,,1.0,,,,,,,,,1.0,,,,,,,,,,200.0,400.0,,,,,,,https://www.fishbase.se/summary/Zenion_japonicum.html
kneria,auriculata,kneriidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Kneria_auriculata.html
entomacrodus,striatus,Blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,3.0,,,,,,,https://www.fishbase.de/summary/Entomacrodus_striatus.html
saurida,gracilis,Synodontidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,135.0,1.0,12.0,,,,,https://www.fishbase.se/summary/Saurida_gracilis.html
heteropriacanthus,cruentatus,priacanthidae,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,300.0,3.0,35.0,,,,,https://www.fishbase.net.br/summary/Heteropriacanthus_cruentatus.html
synodus,ulae,Synodontidae,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,121.0,,,,,,,https://www.fishbase.ca/summary/Synodus_ulae.html
diplodus,cervinus,sparidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,30.0,300.0,,,,,,,https://www.fishbase.ca/summary/Diplodus_cervinus.html
astatoreochromis,straeleni,cichlidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Astatoreochromis_straeleni.html
malacanthus,latovittatus,malacanthidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,5.0,65.0,20.0,65.0,,,,,https://www.fishbase.se/summary/Malacanthus_latovittatus.html
fundulus,nottii,fundulidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Fundulus_nottii.html
lepidamia,kalosoma,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,15.0,,,,,,,https://www.fishbase.net.br/summary/Lepidamia_kalosoma.html
catostomus,catostomus,catostomidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,?,180.0,,,6.5,7.8,5.0,25.0,https://www.fishbase.de/summary/Catostomus_catostomus.html
scorpaenodes,evides,Scorpaenidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,40.0,,,,,,,https://www.fishbase.ca/summary/Scorpaenodes_evides.html
pteragogus,cryptus,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,43.0,,,,,,,https://www.fishbase.ca/summary/Pteragogus_cryptus.html
minytrema,melanops,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Minytrema_melanops.html
cephalopholis,boenak,serranidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,64.0,4.0,30.0,,,,,https://www.fishbase.se/summary/Cephalopholis_boenak.html
odontanthias,wassi,serranidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,?,100.0,,,,,,,https://www.fishbase.ca/summary/Odontanthias_wassi.html
scorpaenopsis,venosa,scorpaenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,95.0,?,25.0,,,,,https://www.fishbase.de/summary/Scorpaenopsis_venosa.html
notropis,alborus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Notropis_alborus.html
trachurus,symmetricus,carangidae,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,0.0,400.0,,,,,,,https://www.fishbase.ca/summary/Trachurus_symmetricus.html
stegastes,leucostictus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,10.0,,,,,,,https://www.fishbase.ca/summary/Stegastes_leucostictus.html
aulorhynchus,flavidus,aulorhynchidae,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.se/summary/Aulorhynchus_flavidus.html
fowleria,vaiulae,apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,3.0,25.0,3.0,15.0,,,,,https://www.fishbase.se/summary/Fowleria_vaiulae.html
chaunax,suttkusi,chaunacidae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,220.0,1362.0,,,,,,,https://www.fishbase.de/summary/Chaunax_suttkusi.html
myleus,rhomboidalis,serrasalmidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Myleus_rhomboidalis.html
hydrocynus,vittatus,alestidae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,https://www.fishbase.net.br/summary/Hydrocynus_vittatus.html
salarias,fasciatus,Blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.0,8.0,,,,,,,https://www.fishbase.ca/summary/Salarias_fasciatus.html
isistius,brasiliensis,dalatiidae,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,0.0,3700.0,0.0,1000.0,,,,,https://www.fishbase.ca/summary/Isistius_brasiliensis.html
synodontis,comoensis,mochokidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Synodontis_comoensis.html
liopropoma,mitratum,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,46.0,15.0,46.0,,,,,https://www.fishbase.ca/summary/Liopropoma_mitratum.html
corythoichthys,schultzi,Syngnathidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,30.0,,,,,,,https://www.fishbase.se/summary/Corythoichthys_schultzi.html
cromileptes,altivelis,Serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,40.0,5.0,25.0,,,,,https://www.fishbase.net.br/summary/Cromileptes_altivelis.html
pseudophoxinus,syriacus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Pseudophoxinus_syriacus.html
cirrhinus,mrigala,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Cirrhinus_mrigala.html
hemiramphus,far,hemiramphidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,6.0,,,,,,,https://www.fishbase.ca/summary/Hemiramphus_far.html
schultzea,beta,serranidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,15.0,110.0,,,,,,,https://www.fishbase.se/summary/Schultzea_beta.html
hemichromis,bimaculatus,cichlidae,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,6.5,7.5,4.0,16.0,https://www.fishbase.se/summary/Hemichromis_bimaculatus.html
fundulus,majalis,fundulidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,1.0,,,,,,,https://www.fishbase.de/summary/Fundulus_majalis.html
chromis,circumaurea,Pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,111.0,130.0,,,,,,,https://www.fishbase.net.br/summary/Chromis_circumaurea.html
priapichthys,caliensis,Poeciliidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Priapichthys_caliensis.html
enteromius,sublineatus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.8,7.8,,,https://www.fishbase.ca/summary/Enteromius_sublineatus.html
lepomis,peltastes,Centrarchidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Lepomis_peltastes.html
nocomis,leptocephalus,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Nocomis_leptocephalus.html
percilia,gillissi,perciliidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Percilia_gillissi.html
rhinichthys,atratulus,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Rhinichthys_atratulus.html
amphichaetodon,howensis,chaetodontidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,10.0,150.0,,,,,,,https://www.fishbase.se/summary/Amphichaetodon_howensis.html
lutjanus,carponotatus,Lutjanidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,80.0,,,,,,,https://www.fishbase.net.br/summary/Lutjanus_carponotatus.html
merluccius,hubbsi,merlucciidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,50.0,800.0,100.0,200.0,,,,,https://www.fishbase.ca/summary/Merluccius_hubbsi.html
lutjanus,boutton,lutjanidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,50.0,,,,,,,https://www.fishbase.ca/summary/Lutjanus_boutton.html
pomadasys,taeniatus,haemulidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,?,3.0,,,,,,,https://www.fishbase.ca/summary/Pomadasys_taeniatus.html
garra,aethiopica,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Garra_aethiopica.html
bathygobius,cocosensis,gobiidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.0,10.0,0.0,2.0,,,,,https://www.fishbase.de/summary/Bathygobius_cocosensis.html
parapercis,lineopunctata,pinguipedidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,3.0,35.0,,,,,,,https://www.fishbase.net.br/summary/Parapercis_lineopunctata.html
thoburnia,rhothoeca,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Thoburnia_rhothoeca.html
pogonichthys,macrolepidotus,cyprinidae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Pogonichthys_macrolepidotus.html
centropomus,viridis,centropomidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Centropomus_viridis.html
chaetodon,blackburnii,chaetodontidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,?,30.0,,,,,,,https://www.fishbase.se/summary/Chaetodon_blackburnii.html
katsuwonus,pelamis,Scombridae,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,0.0,260.0,0.0,?,,,,,https://www.fishbase.ca/summary/Katsuwonus_pelamis.html
lepidion,lepidion,moridae,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,127.0,2307.0,500.0,900.0,,,,,https://www.fishbase.de/summary/Lepidion_lepidion.html
cheilopogon,suttoni,exocoetidae,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,0.0,20.0,,,,,,,https://www.fishbase.se/summary/Cheilopogon_suttoni.html
labeobarbus,intermedius,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Labeobarbus_intermedius.html
ctenogobiops,tangaroai,Gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,4.0,40.0,4.0,40.0,,,,,https://www.fishbase.ca/summary/Ctenogobiops_tangaroai.html
petroscirtes,mitratus,Blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,8.0,,,,,,,https://www.fishbase.se/summary/Petroscirtes_mitratus.html
samariscus,triocellatus,samaridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,3.0,30.0,,,,,,,https://www.fishbase.se/summary/Samariscus_triocellatus.html
epinephelus,hexagonatus,Serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,30.0,6.0,?,,,,,https://www.fishbase.ca/summary/Epinephelus_hexagonatus.html
amblygobius,magnusi,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Amblygobius_magnusi.html
gnathodentex,aureolineatus,lethrinidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,30.0,,,,,,,https://www.fishbase.net.br/summary/Gnathodentex_aureolineatus.html
alticus,arnoldorum,Blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Alticus_arnoldorum.html
chelonodontops,patoca,tetraodontidae,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,4.0,60.0,,,,,,,https://www.fishbase.ca/summary/Chelonodontops_patoca.html
thalassoma,purpureum,Labridae,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,0.0,10.0,,,,,,,https://www.fishbase.se/summary/Thalassoma_purpureum.html
astyanax,nasutus,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Astyanax_nasutus.html
helcogramma,obtusirostris,tripterygiidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.se/summary/Helcogramma_obtusirostris.html
plesiops,coeruleolineatus,plesiopidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,23.0,3.0,23.0,,,,,https://www.fishbase.de/summary/Plesiops_coeruleolineatus.html
lepisosteus,oculatus,lepisosteidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Lepisosteus_oculatus.html
hetereleotris,vulgaris,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,4.0,24.0,,,,,,,https://www.fishbase.ca/summary/Hetereleotris_vulgaris.html
ferdauia,orthogrammus,carangidae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,0.0,168.0,,,,,,,https://www.fishbase.ca/summary/Ferdauia_orthogrammus.html
halichoeres,miniatus,labridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,10.0,,,,,,,https://www.fishbase.se/summary/Halichoeres_miniatus.html
corydoras,septentrionalis,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.se/summary/Corydoras_septentrionalis.html
entomacrodus,corneliae,blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Entomacrodus_corneliae.html
daysciaena,albida,Sciaenidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Daysciaena_albida.html
floridichthys,carpio,Cyprinodontidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Floridichthys_carpio.html
plectroglyphidodon,flaviventris,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,18.0,,,,,,,https://www.fishbase.ca/summary/Plectroglyphidodon_flaviventris.html
entomacrodus,strasburgi,blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,1.0,,,,,,,https://www.fishbase.ca/summary/Entomacrodus_strasburgi.html
prosopium,cylindraceum,salmonidae,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,4.0,72.0,?,37.0,,,,,https://www.fishbase.se/summary/Prosopium_cylindraceum.html
oncorhynchus,gorbuscha,Salmonidae,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,250.0,,,,,,,https://www.fishbase.ca/summary/Oncorhynchus_gorbuscha.html
hapalogenys,analis,hapalogenyidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,20.0,100.0,?,100.0,,,,,https://www.fishbase.de/summary/Hapalogenys_analis.html
parapercis,xanthozona,pinguipedidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,10.0,28.0,,,,,,,https://www.fishbase.se/summary/Parapercis_xanthozona.html
canthigaster,janthinoptera,tetraodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,30.0,,,,,,,https://www.fishbase.net.br/summary/Canthigaster_janthinoptera.html
harpagifer,kerguelensis,harpagiferidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,91.0,,,,,,,https://www.fishbase.ca/summary/Harpagifer_kerguelensis.html
squalius,cephalus,cyprinidae,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,0.0,?,,,6.0,7.8,8.0,25.0,https://www.fishbase.ca/summary/Squalius_cephalus.html
pomacentrus,burroughi,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,2.0,16.0,,,,,,,https://www.fishbase.se/summary/Pomacentrus_burroughi.html
xanthichthys,caeruleolineatus,Balistidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,15.0,200.0,50.0,200.0,,,,,https://www.fishbase.ca/summary/Xanthichthys_caeruleolineatus.html
acanthemblemaria,paula,chaenopsidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,https://www.fishbase.de/summary/Acanthemblemaria_paula.html
chrysichthys,platycephalus,claroteidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Chrysichthys_platycephalus.html
euprotomicrus,bispinatus,dalatiidae,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,1800.0,,,,,,,https://www.fishbase.se/summary/Euprotomicrus_bispinatus.html
gasterosteus,aculeatus,gasterosteidae,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,100.0,,,,,,,https://www.fishbase.ca/summary/Gasterosteus_aculeatus.html
parupeneus,ciliatus,mullidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,91.0,2.0,40.0,,,,,https://www.fishbase.ca/summary/Parupeneus_ciliatus.html
stethojulis,bandanensis,Labridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.se/summary/Stethojulis_bandanensis.html
rimicola,muscarum,gobiesocidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Rimicola_muscarum.html
dionda,argentosa,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Dionda_argentosa.html
parablennius,opercularis,blenniidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,12.0,,,,,,,https://www.fishbase.se/summary/Parablennius_opercularis.html
corydoras,panda,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.net.br/summary/Corydoras_panda.html
otopharynx,heterodon,cichlidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,7.4,8.4,7.0,30.0,https://www.fishbase.ca/summary/Otopharynx_heterodon.html
plectropomus,pessuliferus,serranidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,25.0,147.0,,,,,,,https://www.fishbase.se/summary/Plectropomus_pessuliferus.html
rhinobatos,blochii,rhinobatidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Rhinobatos_blochii.html
halichoeres,garnoti,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,80.0,4.0,60.0,,,,,https://www.fishbase.de/summary/Halichoeres_garnoti.html
carassius,carassius,Cyprinidae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,5.0,?,,,,,,,https://www.fishbase.net.br/summary/Carassius_carassius.html
evorthodus,lyricus,gobiidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.se/summary/Evorthodus_lyricus.html
neocentropogon,japonicus,Tetrarogidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Neocentropogon_japonicus.html
chlidichthys,inornatus,Pseudochromidae,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Chlidichthys_inornatus.html
luciobarbus,steindachneri,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Luciobarbus_steindachneri.html
couesius,plumbeus,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,6.5,7.8,,,https://www.fishbase.ca/summary/Couesius_plumbeus.html
sarda,australis,scombridae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,https://www.fishbase.de/summary/Sarda_australis.html
glyptothorax,rugimentum,sisoridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Glyptothorax_rugimentum.html
bodianus,loxozonus,Labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,100.0,3.0,40.0,,,,,https://www.fishbase.net.br/summary/Bodianus_loxozonus.html
naucrates,ductor,carangidae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,300.0,,,,,,,https://www.fishbase.ca/summary/Naucrates_ductor.html
scorpaenodes,steinitzi,Scorpaenidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Scorpaenodes_steinitzi.html
escualosa,thoracata,Clupeidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,50.0,,,,,,,https://www.fishbase.ca/summary/Escualosa_thoracata.html
danio,albolineatus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.se/summary/Danio_albolineatus.html
schizodon,vittatus,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Schizodon_vittatus.html
atherina,lopeziana,atherinidae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Atherina_lopeziana.html
osteochilus,melanopleurus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,5.0,8.0,https://www.fishbase.ca/summary/Osteochilus_melanopleurus.html
hypentelium,nigricans,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Hypentelium_nigricans.html
maylandia,pulpican,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Maylandia_pulpican.html
cirripectes,imitator,blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,10.0,,,,,,,https://www.fishbase.se/summary/Cirripectes_imitator.html
ambassis,vachellii,ambassidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,https://www.fishbase.ca/summary/Ambassis_vachellii.html
plectroglyphidodon,fasciolatus,Pomacentridae,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,30.0,1.0,5.0,,,,,https://www.fishbase.de/summary/Plectroglyphidodon_fasciolatus.html
pseudochromis,litus,Pseudochromidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,15.0,50.0,,,,,,,https://www.fishbase.net.br/summary/Pseudochromis_litus.html
cirrhinus,jullieni,cyprinidae,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Cirrhinus_jullieni.html
amphiprion,rubrocinctus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,8.0,,,,,,,https://www.fishbase.se/summary/Amphiprion_rubrocinctus.html
parascorpaena,mossambica,scorpaenidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,18.0,,,,,,,https://www.fishbase.se/summary/Parascorpaena_mossambica.html
caranx,ignobilis,carangidae,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,10.0,188.0,,,,,,,https://www.fishbase.ca/summary/Caranx_ignobilis.html
clarias,dhonti,clariidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Clarias_dhonti.html
siganus,randalli,siganidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,15.0,,,,,,,https://www.fishbase.net.br/summary/Siganus_randalli.html
cheilinus,lunulatus,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,30.0,,,,,,,https://www.fishbase.ca/summary/Cheilinus_lunulatus.html
naso,unicornis,acanthuridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,180.0,,,,,,,https://www.fishbase.ca/summary/Naso_unicornis.html
anostomoides,atrianalis,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Anostomoides_atrianalis.html
sebastes,itinus,sebastidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Sebastes_itinus.html
alosa,aestivalis,Clupeidae,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,5.0,55.0,,,,,,,https://www.fishbase.de/summary/Alosa_aestivalis.html
