genus,species,demersal,marine,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,benthopelagic,freshwater,min_ph,max_ph,min_dh,max_dh,reef-associated,pelagic,amphidromous,brackish,non-migratory,potamodromous,bathydemersal,oceanodromous,pelagic-neritic,anadromous,pelagic-oceanic,bathypelagic,catadromous
lutjanus,synagris,,1.0,10,400,21,70,,,,,,,1.0,,,,,,,,,,,,
bathygobius,fuscus,,1.0,0,6,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
labeotropheus,trewavasae,,,?,15,,,1.0,1.0,8.0,8.0,5.0,5.0,,,,,,,,,,,,,
epinephelus,amblycephalus,,1.0,40,130,,,,,,,,,1.0,,,,,,,,,,,,
clarias,brachysoma,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
cyprinella,gibbsi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
abudefduf,vaigiensis,,1.0,0,15,,,,,,,,,1.0,,,,,,,1.0,,,,,
plagiotremus,tapeinosoma,,1.0,0,45,,,,,,,,,1.0,,,,,,,,,,,,
bryconamericus,stramineus,,,,,,,1.0,1.0,5.5,5.5,10.0,10.0,,,,,,,,,,,,,
ctenochaetus,flavicauda,,1.0,1,30,,,,,,,,,1.0,,,,,,,,,,,,
scorpaenodes,hirsutus,,1.0,8,54,,,,,,,,,1.0,,,,,,,,,,,,
pimelodella,elongata,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
abudefduf,sordidus,,1.0,0,3,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
lactoria,fornasini,,1.0,5,132,6,30,,,,,,,1.0,,,,,,,,,,,,
syncrossus,beauforti,1.0,,,,,,,1.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
chlorurus,sordidus,,1.0,0,50,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,
canthigaster,amboinensis,,1.0,1,16,,,,,,,,,1.0,,,,,,,,,,,,
ictalurus,punctatus,1.0,,0,15,,,,1.0,6.0,6.0,4.0,4.0,,,,,,,,,,,,,
choridactylus,lineatus,1.0,1.0,?,42,,,,,,,,,,,,,,,,,,,,,
aporops,bilinearis,,1.0,1,15,,,,,,,,,1.0,,,,,,,,,,,,
carasobarbus,harterti,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
rhinichthys,cataractae,1.0,,,,,,,1.0,7.0,7.0,10.0,10.0,,,,,,,,,,,,,
nannocharax,lineomaculatus,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
cryptocentrus,cinctus,,1.0,1,25,10,25,,,,,,,1.0,,,,,,,,,,,,
labrus,bergylta,,1.0,1,50,2,30,,,,,,,1.0,,,,,,,,,,,,
lythrurus,fumeus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
bodianus,loxozonus,,1.0,3,100,3,40,,,,,,,1.0,,,,,,,,,,,,
myripristis,murdjan,,1.0,1,50,,,,,,,,,1.0,,,,,,,,,,,,
saurida,gracilis,,1.0,0,135,1,12,,,,,,,1.0,,,,,,,,,,,,
acipenser,fulvescens,1.0,,5,9,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,
dussumieria,acuta,,1.0,10,20,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,
mylopharodon,conocephalus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
notopterus,notopterus,1.0,,,,,,,1.0,6.0,6.0,3.0,3.0,,,,1.0,,1.0,,,,,,,
moenkhausia,moisae,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
choerodon,robustus,,1.0,40,80,,,,,,,,,1.0,,,,,,,,,,,,
labidesthes,sicculus,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
scorpaenopsis,possi,1.0,1.0,2,55,,,,,,,,,,,,,,,,,,,,,
hyphessobrycon,bentosi,,,,,,,1.0,1.0,5.8,5.8,5.0,5.0,,,,,,,,,,,,,
girardinus,falcatus,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
oreochromis,aureus,,,5,?,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,
opistognathus,brochus,1.0,1.0,20,82,,,,,,,,,,,,,,,,,,,,,
gymnothorax,kidako,,1.0,2,350,,,,,,,,,1.0,,,,,,,,,,,,
scorpaenodes,parvipinnis,,1.0,3,49,,,,,,,,,1.0,,,,,,,,,,,,
balistapus,undulatus,,1.0,0,60,,,,,,,,,1.0,,,,,,,,,,,,
fusigobius,duospilus,,1.0,1,46,,,,,,,,,1.0,,,,,,,,,,,,
engraulicypris,spinifer,,,,,,,1.0,1.0,6.5,6.5,12.0,12.0,,,,,,,,,,,,,
foetorepus,agassizii,,1.0,48,700,250,?,,,,,,,,,,,,,1.0,,,,,,
enteromius,macinensis,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
alestopetersius,brichardi,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
sardinella,albella,,1.0,0,50,,,,,,,,,,,,1.0,,,,,1.0,,,,
lepisosteus,platyrhincus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
pseudotriacanthus,strigilifer,1.0,1.0,2,110,,,,,,,,,,,,1.0,,,,,,,,,
labeobarbus,natalensis,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
platycephalus,indicus,,1.0,20,200,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,
notropis,amoenus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
zebrasoma,velifer,,1.0,0,45,2,30,,,,,,,1.0,,,,,,,,,,,,
parascombrops,madagascariensis,,1.0,73,350,,,,,,,,,,,,,,,1.0,,,,,,
scarus,tricolor,,1.0,2,25,,,,,,,,,1.0,,,,,,,,,,,,
halichoeres,radiatus,,1.0,2,55,5,45,,,,,,,1.0,,,1.0,,,,,,,,,
entomacrodus,decussatus,,1.0,0,3,,,,,,,,,1.0,,,,,,,,,,,,
rastrelliger,kanagurta,,1.0,20,90,,,,,,,,,,,,,,,,1.0,1.0,,,,
halichoeres,argus,,1.0,1,15,,,,,,,,,1.0,,,,,,,,,,,,
noturus,insignis,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
acnodon,senai,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cyclothone,signata,,1.0,16,4938,100,800,,,,,,,,,,,,,,,,,,1.0,
pterygoplichthys,pardalis,1.0,,,,,,,1.0,7.0,7.0,10.0,10.0,,,,,,,,,,,,,
nomeus,gronovii,1.0,1.0,200,1000,,,,,,,,,,,,,,,,,,,,,
sternoptyx,diaphana,,1.0,400,3676,500,800,,,,,,,,,,,,,,1.0,,,,1.0,
notropis,braytoni,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pampus,argenteus,,1.0,5,110,,,1.0,,,,,,,,,,,,,1.0,,,,,
gambusia,holbrooki,,,,,,,1.0,1.0,6.0,6.0,40.0,40.0,,,,1.0,,1.0,,,,,,,
notropis,oxyrhynchus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
haplochromis,mylodon,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cottus,hypselurus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
haplochromis,maculipinna,,,3,9,,,1.0,1.0,,,,,,,,,,,,,,,,,
choerodon,anchorago,,1.0,1,25,,,,,,,,,1.0,,,,,,,,,,,,
synodus,indicus,,1.0,20,100,,,,,,,,,1.0,,,,,,,,,,,,
xenisthmus,polyzonatus,,1.0,9,24,,,,,,,,,1.0,,,,,,,,,,,,
sphyraena,obtusata,,1.0,5,200,?,15,,,,,,,1.0,,,1.0,,,,,,,,,
parupeneus,ciliatus,,1.0,2,91,2,40,,,,,,,1.0,,,,,,,,,,,,
ostorhinchus,doederleini,,1.0,0,10,,,,,,,,,1.0,,,,,,,,,,,,
catostomus,utawana,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
synodus,ulae,1.0,1.0,1,121,,,,,,,,,,,,,,,,,,,,,
hybopsis,rubrifrons,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
agonostomus,monticola,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0
astroblepus,simonsii,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
thryssa,chefuensis,,1.0,1,33,,,,,,,,,,,,,,,,,1.0,,,,
leiocassis,hosii,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
hexagrammos,otakii,1.0,1.0,4,155,,,,,,,,,,,,,,,,1.0,,,,,
siganus,canaliculatus,,1.0,1,50,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,
maylandia,pulpican,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
haplochromis,beadlei,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
sparisoma,choati,,1.0,2,30,,,,,,,,,1.0,,,,,,,,,,,,
lobocheilos,cornutus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
marcusenius,meronai,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
parablennius,opercularis,1.0,1.0,1,12,,,,,,,,,,,,,,,,,,,,,
anampses,caeruleopunctatus,,1.0,3,30,,,,,,,,,1.0,,,,,,,,,,,,
laemolyta,garmani,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
lates,niloticus,1.0,,10,60,,,,1.0,,,,,,,,,,1.0,,,,,,,
apeltes,quadracus,,1.0,0,3,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
hybopsis,amblops,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
noturus,eleutherus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
neolebias,powelli,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
epinephelus,polyphekadion,,1.0,0,50,,,,,,,,,1.0,,,,,,,1.0,,,,,
notropis,greenei,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
dionda,serena,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
apistogramma,linkei,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
hippocampus,guttulatus,1.0,1.0,0,30,,,,,,,,,,,,1.0,1.0,,,,,,,,
acanthopagrus,bifasciatus,,1.0,2,20,,,,,,,,,1.0,,,1.0,,,,,,,,,
cephalopholis,polleni,,1.0,10,120,25,120,,,,,,,1.0,,,,1.0,,,,,,,,
pellonula,leonensis,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,
lepomis,marginatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
gibbonsia,elegans,1.0,1.0,?,56,?,20,,,,,,,,,,,,,,,,,,,
hemichromis,letourneuxi,,,,,,,1.0,1.0,6.0,6.0,5.0,5.0,,,,1.0,,,,,,,,,
auchenipterichthys,coracoideus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
bathygobius,cyclopterus,,1.0,0,20,,,,,,,,,1.0,,,1.0,,,,,,,,,
notropis,maculatus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
geophagus,proximus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
setipinna,taty,,1.0,0,50,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,
ostorhinchus,cookii,,1.0,1,10,,,,,,,,,1.0,,,,,,,,,,,,
gambusia,puncticulata,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
pseudochromis,fuscus,,1.0,2,30,3,25,,,,,,,1.0,,,,,,,,,,,,
antennatus,coccineus,,1.0,10,75,?,30,,,,,,,1.0,,,,,,,,,,,,
periophthalmodon,schlosseri,1.0,1.0,0,2,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
pseudohomaloptera,sexmaculata,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
cypselurus,hexazona,,1.0,0,20,,,,,,,,,,,,,,,,1.0,1.0,,,,
chaetostoma,marginatum,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
amphiprion,biaculeatus,,1.0,1,16,,,,,,,,,1.0,,,,1.0,,,,,,,,
ocyurus,chrysurus,,1.0,0,180,10,70,,,,,,,1.0,,,,,,,,,,,,
paracaesio,xanthura,,1.0,5,250,,,,,,,,,1.0,,,,,,,,,,,,
rhinichthys,evermanni,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
dunckerocampus,multiannulatus,,1.0,3,45,,,,,,,,,1.0,,,,,,,,,,,,
halichoeres,bleekeri,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
medialuna,californiensis,1.0,1.0,0,40,,,,,,,,,,,,,,,,,,,,,
gambusia,nicaraguensis,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
antennarius,commerson,,1.0,0,70,?,20,,,,,,,1.0,,,,,,,,,,,,
rasbora,trilineata,,,,,,,1.0,1.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
istigobius,nigroocellatus,1.0,1.0,2,10,,,,,,,,,,,,,,,,,,,,,
centropomus,pectinatus,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
lactoria,cornuta,,1.0,1,100,1,50,,,,,,,1.0,,,1.0,1.0,,,,,,,,
neoheterandria,cana,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
microschemobrycon,casiquiare,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pholis,gunnellus,1.0,1.0,0,100,0,30,,,,,,,,,,1.0,1.0,,,,,,,,
rhinichthys,falcatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
spicara,smaris,,1.0,15,328,,,,,,,,,,,,,,,,,1.0,,,,
chiloglanis,niloticus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
haplochromis,prognathus,,,?,6,,,1.0,1.0,,,,,,,,,,,,,,,,,
epinephelus,coeruleopunctatus,,1.0,2,65,,,,,,,,,1.0,,,,,,,,,,,,
bathygobius,soporator,1.0,1.0,0,16,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,
noturus,phaeus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
jupiaba,keithi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pomatoschistus,flavescens,,1.0,0,5,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
rasbora,borapetensis,,,,,,,1.0,1.0,6.5,6.5,12.0,12.0,,,,,,,,,,,,,
rhinichthys,osculus,1.0,,,,,,,1.0,6.8,6.8,5.0,5.0,,,,,,,,,,,,,
macropodus,opercularis,,,,,,,,1.0,6.0,6.0,5.0,5.0,,1.0,,1.0,,,,,,,,,
helcogramma,fuscopinna,,1.0,0,10,,,,,,,,,1.0,,,,,,,,,,,,
acestrocephalus,anomalus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
labeobarbus,wittei,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
dentex,angolensis,1.0,1.0,15,300,,,,,,,,,,,,,,,,,,,,,
pimelodella,chagresi,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
monocentris,japonicus,,1.0,1,300,,,,,,,,,1.0,,,,,,,,,,,,
catostomus,commersonii,1.0,,,,?,30,,1.0,,,,,,,,1.0,,,,,,,,,
stomatorhinus,ivindoensis,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
sphyraena,barracuda,,1.0,0,100,3,30,,,,,,,1.0,,,1.0,,,,,,,,,
enneapterygius,etheostomus,1.0,1.0,0,21,,,,,,,,,,,,,,,,,,,,,
priolepis,aureoviridis,,1.0,6,20,,,,,,,,,1.0,,,,1.0,,,,,,,,
cyprinella,galactura,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
notropis,chiliticus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
lepisosteus,osseus,1.0,,0,?,0,?,,1.0,7.0,7.0,10.0,10.0,,,,1.0,,,,,,,,,
labeobarbus,mungoensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
galaxias,maculatus,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0
pangio,anguillaris,1.0,,,,,,,1.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,
lutjanus,russellii,,1.0,3,80,20,50,,,,,,,1.0,,,1.0,,,,,,,,,
paretroplus,maculatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
parupeneus,multifasciatus,,1.0,0,161,,,,,,,,,1.0,,,,,,,,,,,,
seriola,lalandi,,1.0,3,825,,,1.0,,,,,,,,,1.0,,,,,,,,,
xanthichthys,caeruleolineatus,,1.0,15,200,50,200,,,,,,,1.0,,,,,,,,,,,,
chiloglanis,benuensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
chaetostoma,microps,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
neohomaloptera,johorensis,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
priacanthus,hamrur,,1.0,0,250,,,,,,,,,1.0,,,,,,,,,,,,
micropterus,salmoides,,,0,6,,,1.0,1.0,7.0,7.0,10.0,10.0,,,,,,,,,,,,,
pontinus,rhodochrous,,1.0,223,369,,,1.0,,,,,,,,,,,,,,,,,,
pseudobalistes,flavimarginatus,,1.0,2,80,,,,,,,,,1.0,,,1.0,,,,,,,,,
astroblepus,vaillanti,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
tuberoschistura,baenzigeri,1.0,,0,2,,,,1.0,,,,,,,,,,,,,,,,,
squalidus,chankaensis,,,?,10,,,1.0,1.0,7.0,7.0,15.0,15.0,,,,,,,,,,,,,
evorthodus,lyricus,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
istiblennius,colei,1.0,1.0,?,2,,,,,,,,,,,,,,,,,,,,,
notropis,percobromus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
vieja,melanura,,,,,,,1.0,1.0,7.0,7.0,9.0,9.0,,,,1.0,,,,,,,,,
pagellus,bellottii,1.0,1.0,100,250,10,50,,,,,,,,,,,,,,,,,,,
centropyge,fisheri,,1.0,10,95,24,?,,,,,,,1.0,,,,1.0,,,,,,,,
acrocheilus,alutaceus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
oreochromis,niloticus,,,0,20,?,20,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,
amblyeleotris,periophthalma,,1.0,5,35,10,20,,,,,,,1.0,,,,,,,,,,,,
pomacanthus,arcuatus,,1.0,2,60,,,,,,,,,1.0,,,,1.0,,,,,,,,
iniistius,twistii,1.0,1.0,10,20,,,,,,,,,,,,,,,,,,,,,
syngnathoides,biaculeatus,,1.0,0,10,,,,,,,,,1.0,,,,1.0,,,,,,,,
moenkhausia,lepidura,,,,,,,1.0,1.0,5.5,5.5,30.0,30.0,,,,,,,,,,,,,
haplochromis,nigrescens,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cetoscarus,bicolor,,1.0,1,30,,,,,,,,,1.0,,,,,,,,,,,,
opsarius,koratensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
notropis,wickliffi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
synodus,doaki,,1.0,9,260,,,,,,,,,1.0,,,,,,,,,,,,
cirripectes,quagga,,1.0,0,19,0,10,,,,,,,1.0,,,,,,,,,,,,
ostorhinchus,novemfasciatus,,1.0,1,4,,,,,,,,,1.0,,,,,,,,,,,,
bolbometopon,muricatum,,1.0,0,40,,,,,,,,,1.0,,,,,,,,,,,,
epinephelus,coioides,,1.0,1,100,,,,,,,,,1.0,,,1.0,,,,,,,,,
labeo,coubie,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
thryssa,hamiltonii,,1.0,10,13,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,
dascyllus,reticulatus,,1.0,1,50,,,,,,,,,1.0,,,,1.0,,,,,,,,
erimyzon,oblongus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
calotomus,viridescens,,1.0,1,30,,,,,,,,,1.0,,,,,,,,,,,,
barbodes,rhombeus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
scardinius,erythrophthalmus,,,0,?,,,1.0,1.0,7.0,7.0,10.0,10.0,,,,1.0,,1.0,,,,,,,
cobitis,stephanidisi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
arothron,nigropunctatus,,1.0,0,60,,,,,,,,,1.0,,,,,,,,,,,,
uraspis,secunda,,1.0,1,50,2,15,,,,,,,,,,,,,,1.0,,,1.0,,
lentipes,mekonggaensis,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
lutjanus,argentimaculatus,,1.0,1,120,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,
citharichthys,spilopterus,1.0,1.0,0,75,,,,1.0,,,,,,,,1.0,,,,,,,,,
haemulon,macrostomum,,1.0,5,25,,,,,,,,,1.0,,,,,,,,,,,,
brycon,oligolepis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
otocinclus,affinis,1.0,,,,,,,1.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
pomadasys,maculatus,,1.0,20,110,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,
praealticus,striatus,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
schistura,mahnerti,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
auriglobus,nefastus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
cephalopholis,spiloparaea,,1.0,0,110,30,108,,,,,,,1.0,,,,1.0,,,,,,,,
eretmodus,cyanostictus,,,,,,,1.0,1.0,8.0,8.0,9.0,9.0,,,,,,,,,,,,,
kurtus,gulliveri,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
notropis,procne,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
thryssa,setirostris,,1.0,1,20,,,,,,,,,,,,1.0,,,,,1.0,,,,
istiblennius,meleagris,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
canthigaster,pygmaea,,1.0,2,30,,,,,,,,,1.0,,,,,,,,,,,,
amblycirrhitus,bimacula,,1.0,0,20,2,15,,,,,,,1.0,,,,1.0,,,,,,,,
plectroglyphidodon,fasciolatus,,1.0,0,30,1,5,,,,,,,1.0,,,,1.0,,,,,,,,
rasbora,aurotaenia,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
eubleekeria,splendens,1.0,1.0,10,100,,,,,,,,,,,1.0,1.0,,,,,,,,,
gobiodon,reticulatus,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
haplochromis,mandibularis,,,6,8,,,1.0,1.0,,,,,,,,,,,,,,,,,
romanogobio,kesslerii,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
oxycheilinus,bimaculatus,,1.0,2,120,,,,,,,,,1.0,,,,,,,,,,,,
samaris,chesterfieldensis,,1.0,169,225,,,,,,,,,,,,,,,,,1.0,,,,
amblyeleotris,gymnocephala,,1.0,5,35,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,
scorpaenopsis,cotticeps,1.0,1.0,15,70,,,,,,,,,,,,,,,,,,,,,
carpiodes,cyprinus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
poropuntius,normani,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cichla,ocellaris,,,5,?,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
pogonichthys,macrolepidotus,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
ostorhinchus,sealei,,1.0,3,25,,,,,,,,,1.0,,,,,,,,,,,,
gila,pulchra,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
jupiaba,meunieri,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
raiamas,steindachneri,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
katsuwonus,pelamis,,1.0,0,260,0,?,,,,,,,,,,,,,,1.0,,,1.0,,
poeciliopsis,latidens,,1.0,,,,,,1.0,8.0,8.0,2.29999995231628,2.29999995231628,,,,1.0,,,,,1.0,,,,
thryssa,baelama,,1.0,0,50,,,,,,,,,,,,1.0,,,,,1.0,,,,
stolephorus,chinensis,,1.0,0,50,,,,,,,,,,,,,,,,,1.0,,,,
labeobarbus,varicostoma,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
labeobarbus,brevispinis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
sternarchogiton,porcinum,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
notropis,stramineus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
scarus,russelii,,1.0,6,15,,,,,,,,,1.0,,,,,,,,,,,,
callochromis,pleurospilus,,,,,,,1.0,1.0,7.0,7.0,10.0,10.0,,,,,,,,,,,,,
chlidichthys,inornatus,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
laubuca,caeruleostigmata,,,,,,,,1.0,6.5,6.5,5.0,5.0,,1.0,,,,,,,,,,,
epinephelus,radiatus,1.0,1.0,18,383,,,,,,,,,,,,,,,,,,,,,
pseudolabrus,japonicus,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
acanthurus,triostegus,,1.0,0,90,0,90,,,,,,,1.0,,,,,,,,,,,,
puntigrus,tetrazona,,,,,,,1.0,1.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
pseudohomaloptera,leonardi,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
scarus,chameleon,,1.0,3,30,,,,,,,,,1.0,,,,,,,,,,,,
jaydia,erythrophthalma,,1.0,115,469,,,,,,,,,1.0,,,,,,,,,,,,
gila,nigrescens,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
epinephelus,epistictus,1.0,1.0,90,800,,,,,,,,,,,,,,,,,,,,,
apogon,coccineus,,1.0,8,35,,,,,,,,,1.0,,,,,,,,,,,,
hyporthodus,flavolimbatus,1.0,1.0,90,360,,,,,,,,,,,,,,,,,,,,,
rhabdolichops,jegui,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
gonostoma,atlanticum,,1.0,50,1352,,,,,,,,,,,,,,,,,,,,1.0,
mylesinus,paraschomburgkii,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
lepomis,peltastes,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
oreochromis,squamipinnis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
trachinotus,baillonii,,1.0,0,3,,,,,,,,,1.0,,,1.0,,,,,,,,,
exallias,brevis,,1.0,3,20,3,8,,,,,,,1.0,,,,,,,,,,,,
plectropomus,leopardus,,1.0,3,100,,,,,,,,,1.0,,,,,,,,,,,,
pseudorhombus,arsius,1.0,1.0,0,200,,,,,,,,,,,,1.0,,,,1.0,,,,,
thysanophrys,celebica,1.0,1.0,10,45,,,,,,,,,,,,,1.0,,,,,,,,
coptodon,rheophila,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
nemacheilus,pallidus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cymolutes,praetextatus,,1.0,2,10,,,,,,,,,1.0,,,,,,,,,,,,
ostorhinchus,cyanosoma,,1.0,1,50,1,15,,,,,,,1.0,,,,,,,,,,,,
stethojulis,strigiventer,,1.0,2,15,,,,,,,,,1.0,,,,,,,,,,,,
serranus,cabrilla,1.0,1.0,5,500,,,,,,,,,,,,,,,,,,,,,
bathygobius,cocosensis,,1.0,0,10,0,2,,,,,,,1.0,,,1.0,,,,,,,,,
scoliodon,laticaudus,1.0,1.0,10,13,,,,,,,,,,,1.0,1.0,,,,,,,,,
hemibarbus,maculatus,,,,,,,1.0,1.0,7.0,7.0,20.0,20.0,,,,,,,,,,,,,
amblygobius,phalaena,,1.0,?,52,2,20,,,,,,,1.0,,,,,,,,,,,,
rhinogobius,mekongianus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
